,연도,구별,동별,면적
1597,2021,양천구,신월5동,0.69
1598,2021,양천구,신월6동,0.41
1599,2021,양천구,신월7동,1.19
1600,2021,양천구,신정1동,0.7
1601,2021,양천구,신정2동,0.52
1602,2021,양천구,신정3동,2.72
1603,2021,양천구,신정6동,0.96
1604,2021,양천구,신정7동,1.21
1605,2021,양천구,목5동,1.81
1606,2021,양천구,신정4동,1.01
1608,2021,강서구,염창동,1.74
1609,2021,강서구,등촌1동,0.64
1610,2021,강서구,등촌2동,0.92
1611,2021,강서구,등촌3동,0.79
1612,2021,강서구,화곡본동,0.98
1613,2021,강서구,화곡2동,0.45
1614,2021,강서구,화곡3동,0.53
1615,2021,강서구,화곡4동,0.82
1616,2021,강서구,화곡6동,1.11
1617,2021,강서구,화곡8동,0.53
1618,2021,강서구,가양1동,4.7
1619,2021,강서구,가양2동,1.0
1620,2021,강서구,가양3동,0.5
1621,2021,강서구,발산1동,2.94
1622,2021,강서구,공항동,10.87
1623,2021,강서구,방화1동,1.48
1624,2021,강서구,방화2동,6.41
1625,2021,강서구,방화3동,2.55
1626,2021,강서구,화곡1동,1.12
1627,2021,강서구,우장산동,1.36
1629,2021,구로구,신도림동,1.47
1630,2021,구로구,구로1동,1.02
1631,2021,구로구,구로3동,1.02
1632,2021,구로구,구로4동,0.46
1633,2021,구로구,구로5동,1.03
1634,2021,구로구,고척1동,1.16
1635,2021,구로구,고척2동,1.02
1636,2021,구로구,개봉2동,0.8
1637,2021,구로구,개봉3동,0.81
1638,2021,구로구,오류1동,0.59
1639,2021,구로구,수궁동,2.67
1640,2021,구로구,가리봉동,0.4
1641,2021,구로구,구로2동,1.76
1642,2021,구로구,개봉1동,1.31
1643,2021,구로구,오류2동,3.2
1644,2021,구로구,항동,1.4
1646,2021,금천구,가산동,2.52
1647,2021,금천구,독산1동,2.09
1648,2021,금천구,독산2동,0.6
1649,2021,금천구,독산3동,0.92
1650,2021,금천구,독산4동,0.59
1651,2021,금천구,시흥1동,1.71
1652,2021,금천구,시흥2동,1.26
1653,2021,금천구,시흥3동,1.07
1654,2021,금천구,시흥4동,0.87
1655,2021,금천구,시흥5동,1.39
1657,2021,영등포구,여의동,8.4
1658,2021,영등포구,당산1동,0.75
1659,2021,영등포구,당산2동,1.55
1660,2021,영등포구,양평1동,0.88
1661,2021,영등포구,양평2동,3.0
1662,2021,영등포구,신길1동,0.66
1663,2021,영등포구,신길3동,0.52
1664,2021,영등포구,신길4동,0.38
1665,2021,영등포구,신길5동,0.47
1666,2021,영등포구,신길6동,0.65
1667,2021,영등포구,신길7동,0.64
1668,2021,영등포구,대림1동,0.49
1669,2021,영등포구,대림2동,0.55
1670,2021,영등포구,대림3동,0.95
1671,2021,영등포구,영등포본동,1.02
1672,2021,영등포구,영등포동,1.26
1673,2021,영등포구,도림동,0.89
1674,2021,영등포구,문래동,1.49
1676,2021,동작구,노량진2동,0.64
1677,2021,동작구,상도1동,1.51
1678,2021,동작구,상도2동,0.98
1679,2021,동작구,상도3동,0.6
1680,2021,동작구,상도4동,0.75
1681,2021,동작구,사당1동,0.79
1682,2021,동작구,사당3동,0.92
1683,2021,동작구,사당4동,0.38
1684,2021,동작구,사당5동,0.57
1685,2021,동작구,대방동,1.55
1686,2021,동작구,신대방1동,0.62
1687,2021,동작구,신대방2동,1.03
1688,2021,동작구,흑석동,1.68
1689,2021,동작구,노량진1동,1.58
1690,2021,동작구,사당2동,2.75
1692,2021,관악구,보라매동,0.76
1693,2021,관악구,청림동,0.3
1694,2021,관악구,행운동,0.72
1695,2021,관악구,낙성대동,2.27
1696,2021,관악구,중앙동,0.39
1697,2021,관악구,인헌동,1.08
1698,2021,관악구,남현동,3.27
1699,2021,관악구,서원동,0.65
1700,2021,관악구,신원동,0.55
1701,2021,관악구,서림동,0.99
1702,2021,관악구,신사동,0.64
1703,2021,관악구,신림동,0.54
1704,2021,관악구,난향동,0.8
1705,2021,관악구,조원동,0.67
1706,2021,관악구,대학동,8.3
1707,2021,관악구,은천동,0.78
1708,2021,관악구,성현동,0.68
1709,2021,관악구,청룡동,1.18
1710,2021,관악구,난곡동,0.96
1711,2021,관악구,삼성동,2.66
1712,2021,관악구,미성동,1.38
1714,2021,서초구,서초1동,1.42
1715,2021,서초구,서초2동,1.24
1716,2021,서초구,서초3동,2.93
1717,2021,서초구,서초4동,0.88
1718,2021,서초구,잠원동,1.76
1719,2021,서초구,반포본동,1.01
1720,2021,서초구,반포1동,1.0
1721,2021,서초구,반포2동,1.35
1722,2021,서초구,반포3동,1.28
1723,2021,서초구,반포4동,1.43
1724,2021,서초구,방배본동,0.67
1725,2021,서초구,방배1동,0.7
1726,2021,서초구,방배2동,1.93
1727,2021,서초구,방배3동,2.4
1728,2021,서초구,방배4동,0.98
1729,2021,서초구,양재1동,5.76
1730,2021,서초구,양재2동,7.58
1731,2021,서초구,내곡동,12.68
1733,2021,강남구,신사동,1.89
1734,2021,강남구,논현1동,1.25
1735,2021,강남구,논현2동,1.47
1736,2021,강남구,삼성1동,1.94
1737,2021,강남구,삼성2동,1.24
1738,2021,강남구,대치1동,0.79
1739,2021,강남구,대치4동,0.73
1740,2021,강남구,역삼1동,2.35
1741,2021,강남구,역삼2동,1.15
1742,2021,강남구,도곡1동,1.02
1743,2021,강남구,도곡2동,1.02
1744,2021,강남구,개포1동,1.27
1745,2021,강남구,개포4동,1.49
1746,2021,강남구,일원본동,2.58
1747,2021,강남구,일원1동,0.92
1748,2021,강남구,일원2동,1.24
1749,2021,강남구,수서동,1.43
1750,2021,강남구,세곡동,6.36
1751,2021,강남구,압구정동,2.53
1752,2021,강남구,청담동,2.33
1753,2021,강남구,대치2동,2.0
1754,2021,강남구,개포2동,2.51
1756,2021,송파구,풍납1동,0.77
1757,2021,송파구,풍납2동,1.59
1758,2021,송파구,거여1동,0.51
1759,2021,송파구,거여2동,0.53
1760,2021,송파구,마천1동,0.58
1761,2021,송파구,마천2동,0.89
1762,2021,송파구,방이1동,0.5
1763,2021,송파구,방이2동,0.8
1764,2021,송파구,오륜동,3.17
1765,2021,송파구,오금동,1.65
1766,2021,송파구,송파1동,0.79
1767,2021,송파구,송파2동,0.53
1768,2021,송파구,석촌동,0.95
1769,2021,송파구,삼전동,0.95
1770,2021,송파구,가락본동,1.13
1771,2021,송파구,가락1동,1.34
1772,2021,송파구,가락2동,0.96
1773,2021,송파구,문정1동,0.56
1774,2021,송파구,문정2동,2.2
1775,2021,송파구,잠실본동,0.94
1776,2021,송파구,잠실4동,1.56
1777,2021,송파구,잠실6동,2.79
1778,2021,송파구,잠실7동,0.6
1779,2021,송파구,잠실2동,2.18
1780,2021,송파구,잠실3동,1.49
1781,2021,송파구,장지동,1.37
1782,2021,송파구,위례동,2.55
1784,2021,강동구,명일1동,0.61
1785,2021,강동구,명일2동,0.97
1786,2021,강동구,고덕1동,1.73
1787,2021,강동구,고덕2동,2.01
1788,2021,강동구,암사2동,1.18
1789,2021,강동구,암사3동,2.51
1790,2021,강동구,천호1동,0.71
1791,2021,강동구,천호3동,0.79
1792,2021,강동구,성내1동,0.58
1793,2021,강동구,성내2동,0.67
1794,2021,강동구,성내3동,0.71
1795,2021,강동구,둔촌1동,0.92
1796,2021,강동구,둔촌2동,0.98
1797,2021,강동구,암사1동,1.02
1798,2021,강동구,천호2동,1.57
1799,2021,강동구,길동,2.17
1800,2021,강동구,강일동,2.26
1801,2021,강동구,상일1동,2.65
1802,2021,강동구,상일2동,0.54
1805,2022,종로구,사직동,1.23
1806,2022,종로구,삼청동,1.49
1807,2022,종로구,부암동,2.27
1808,2022,종로구,평창동,8.87
1809,2022,종로구,무악동,0.36
1810,2022,종로구,교남동,0.35
1811,2022,종로구,가회동,0.54
1812,2022,종로구,종로1.2.3.4가동,2.35
1813,2022,종로구,종로5.6가동,0.6
1814,2022,종로구,이화동,0.78
1815,2022,종로구,창신1동,0.31
1816,2022,종로구,창신2동,0.26
1817,2022,종로구,창신3동,0.23
1818,2022,종로구,숭인1동,0.23
1819,2022,종로구,숭인2동,0.35
1820,2022,종로구,청운효자동,2.57
1821,2022,종로구,혜화동,1.12
1823,2022,중구,소공동,0.95
1824,2022,중구,회현동,0.84
1825,2022,중구,명동,0.99
1826,2022,중구,필동,1.14
1827,2022,중구,장충동,1.36
1828,2022,중구,광희동,0.74
1829,2022,중구,을지로동,0.6
1830,2022,중구,신당5동,0.39
1831,2022,중구,황학동,0.33
1832,2022,중구,중림동,0.48
1833,2022,중구,신당동,0.55
1834,2022,중구,다산동,0.51
1835,2022,중구,약수동,0.48
1836,2022,중구,청구동,0.34
1837,2022,중구,동화동,0.26
1839,2022,용산구,후암동,0.86
1840,2022,용산구,용산2가동,1.96
1841,2022,용산구,남영동,1.19
1842,2022,용산구,원효로2동,0.71
1843,2022,용산구,효창동,0.44
1844,2022,용산구,용문동,0.28
1845,2022,용산구,이촌1동,2.86
1846,2022,용산구,이촌2동,1.22
1847,2022,용산구,이태원1동,0.57
1848,2022,용산구,이태원2동,0.86
1849,2022,용산구,서빙고동,2.8
1850,2022,용산구,보광동,0.71
1851,2022,용산구,청파동,0.9
1852,2022,용산구,원효로1동,0.59
1853,2022,용산구,한강로동,2.9
1854,2022,용산구,한남동,3.01
1856,2022,성동구,왕십리2동,0.41
1857,2022,성동구,마장동,1.05
1858,2022,성동구,사근동,1.1
1859,2022,성동구,행당1동,0.59
1860,2022,성동구,행당2동,0.42
1861,2022,성동구,응봉동,0.57
1862,2022,성동구,금호1가동,0.46
1863,2022,성동구,금호4가동,0.84
1864,2022,성동구,성수1가1동,1.97
1865,2022,성동구,성수1가2동,0.89
1866,2022,성동구,성수2가1동,1.17
1867,2022,성동구,성수2가3동,1.03
1868,2022,성동구,송정동,0.75
1869,2022,성동구,용답동,2.31
1870,2022,성동구,왕십리도선동,0.72
1871,2022,성동구,금호2.3가동,0.64
1872,2022,성동구,옥수동,1.94
1874,2022,광진구,화양동,1.16
1875,2022,광진구,군자동,0.74
1876,2022,광진구,중곡1동,0.62
1877,2022,광진구,중곡2동,0.55
1878,2022,광진구,중곡3동,0.6
1879,2022,광진구,중곡4동,2.32
1880,2022,광진구,능동,1.1
1881,2022,광진구,구의1동,0.56
1882,2022,광진구,구의2동,1.39
1883,2022,광진구,구의3동,1.02
1884,2022,광진구,광장동,2.39
1885,2022,광진구,자양1동,0.57
1886,2022,광진구,자양2동,1.68
1887,2022,광진구,자양3동,1.2
1888,2022,광진구,자양4동,1.16
1890,2022,동대문구,회기동,0.76
1891,2022,동대문구,휘경1동,0.63
1892,2022,동대문구,휘경2동,1.05
1893,2022,동대문구,청량리동,1.2
1894,2022,동대문구,용신동,1.61
1895,2022,동대문구,제기동,1.18
1896,2022,동대문구,전농1동,1.19
1897,2022,동대문구,전농2동,0.86
1898,2022,동대문구,답십리2동,0.85
1899,2022,동대문구,장안1동,1.25
1900,2022,동대문구,장안2동,1.09
1901,2022,동대문구,이문1동,1.04
1902,2022,동대문구,이문2동,0.69
1903,2022,동대문구,답십리1동,0.81
1905,2022,중랑구,면목2동,0.77
1906,2022,중랑구,면목4동,0.87
1907,2022,중랑구,면목5동,0.7
1908,2022,중랑구,면목7동,1.2
1909,2022,중랑구,상봉1동,0.88
1910,2022,중랑구,상봉2동,0.65
1911,2022,중랑구,중화1동,0.64
1912,2022,중랑구,중화2동,1.01
1913,2022,중랑구,묵1동,1.2
1914,2022,중랑구,묵2동,0.67
1915,2022,중랑구,망우3동,0.92
1916,2022,중랑구,신내1동,2.56
1917,2022,중랑구,신내2동,0.93
1918,2022,중랑구,면목본동,0.84
1919,2022,중랑구,면목3.8동,1.63
1920,2022,중랑구,망우본동,3.03
1922,2022,성북구,돈암1동,0.49
1923,2022,성북구,돈암2동,0.48
1924,2022,성북구,안암동,1.33
1925,2022,성북구,보문동,0.56
1926,2022,성북구,정릉1동,0.44
1927,2022,성북구,정릉2동,1.17
1928,2022,성북구,정릉3동,3.71
1929,2022,성북구,정릉4동,3.13
1930,2022,성북구,길음1동,0.79
1931,2022,성북구,길음2동,0.58
1932,2022,성북구,월곡1동,0.81
1933,2022,성북구,월곡2동,1.36
1934,2022,성북구,장위1동,0.7
1935,2022,성북구,장위2동,0.67
1936,2022,성북구,장위3동,0.65
1937,2022,성북구,성북동,2.86
1938,2022,성북구,삼선동,0.92
1939,2022,성북구,동선동,0.73
1940,2022,성북구,종암동,1.46
1941,2022,성북구,석관동,1.73
1943,2022,강북구,번1동,0.66
1944,2022,강북구,번2동,0.95
1945,2022,강북구,번3동,1.1
1946,2022,강북구,수유1동,1.67
1947,2022,강북구,수유2동,0.57
1948,2022,강북구,수유3동,0.72
1949,2022,강북구,삼양동,0.91
1950,2022,강북구,미아동,0.93
1951,2022,강북구,송중동,1.01
1952,2022,강북구,송천동,0.9
1953,2022,강북구,삼각산동,0.62
1954,2022,강북구,우이동,10.28
1955,2022,강북구,인수동,3.28
1957,2022,도봉구,쌍문1동,1.24
1958,2022,도봉구,쌍문2동,0.54
1959,2022,도봉구,쌍문3동,0.5
1960,2022,도봉구,쌍문4동,0.52
1961,2022,도봉구,방학1동,0.69
1962,2022,도봉구,방학2동,0.74
1963,2022,도봉구,방학3동,2.62
1964,2022,도봉구,창1동,0.88
1965,2022,도봉구,창2동,1.05
1966,2022,도봉구,창3동,0.67
1967,2022,도봉구,창4동,0.95
1968,2022,도봉구,창5동,0.7
1969,2022,도봉구,도봉1동,8.72
1970,2022,도봉구,도봉2동,0.83
1972,2022,노원구,월계1동,1.16
1973,2022,노원구,월계2동,1.94
1974,2022,노원구,월계3동,1.17
1975,2022,노원구,공릉2동,6.82
1976,2022,노원구,하계1동,1.55
1977,2022,노원구,하계2동,0.51
1978,2022,노원구,중계본동,1.97
1979,2022,노원구,중계1동,0.63
1980,2022,노원구,중계4동,1.7
1981,2022,노원구,상계1동,5.62
1982,2022,노원구,상계2동,0.61
1983,2022,노원구,상계5동,1.01
1984,2022,노원구,상계8동,0.67
1985,2022,노원구,상계9동,0.81
1986,2022,노원구,상계10동,0.8
1987,2022,노원구,상계3.4동,5.05
1988,2022,노원구,상계6.7동,1.11
1989,2022,노원구,중계2.3동,0.9
1990,2022,노원구,공릉1동,1.41
1992,2022,은평구,녹번동,1.79
1993,2022,은평구,불광1동,3.13
1994,2022,은평구,갈현1동,0.97
1995,2022,은평구,갈현2동,0.96
1996,2022,은평구,구산동,1.38
1997,2022,은평구,대조동,0.85
1998,2022,은평구,응암1동,1.2
1999,2022,은평구,응암2동,0.78
2000,2022,은평구,신사1동,0.84
2001,2022,은평구,신사2동,1.0
2002,2022,은평구,증산동,0.81
2003,2022,은평구,수색동,1.29
2004,2022,은평구,진관동,11.53
2005,2022,은평구,불광2동,1.38
2006,2022,은평구,응암3동,0.63
2007,2022,은평구,역촌동,1.16
2009,2022,서대문구,천연동,0.97
2010,2022,서대문구,홍제1동,1.23
2011,2022,서대문구,홍제3동,0.81
2012,2022,서대문구,홍제2동,1.05
2013,2022,서대문구,홍은1동,1.58
2014,2022,서대문구,홍은2동,2.06
2015,2022,서대문구,남가좌1동,0.51
2016,2022,서대문구,남가좌2동,0.77
2017,2022,서대문구,북가좌1동,0.55
2018,2022,서대문구,북가좌2동,0.84
2019,2022,서대문구,충현동,1.12
2020,2022,서대문구,북아현동,0.46
2021,2022,서대문구,신촌동,2.63
2022,2022,서대문구,연희동,3.05
2024,2022,마포구,용강동,0.84
2025,2022,마포구,대흥동,0.87
2026,2022,마포구,염리동,0.44
2027,2022,마포구,신수동,0.78
2028,2022,마포구,서교동,1.65
2029,2022,마포구,합정동,1.72
2030,2022,마포구,망원1동,1.13
2031,2022,마포구,망원2동,0.67
2032,2022,마포구,연남동,0.64
2033,2022,마포구,성산1동,0.8
2034,2022,마포구,성산2동,2.07
2035,2022,마포구,상암동,8.4
2036,2022,마포구,도화동,0.62
2037,2022,마포구,서강동,1.45
2038,2022,마포구,공덕동,1.01
2039,2022,마포구,아현동,0.76
2041,2022,양천구,목1동,1.41
2042,2022,양천구,목2동,1.03
2043,2022,양천구,목3동,0.53
2044,2022,양천구,목4동,0.57
2045,2022,양천구,신월1동,0.65
2046,2022,양천구,신월2동,0.61
2047,2022,양천구,신월3동,0.87
2048,2022,양천구,신월4동,0.52
2049,2022,양천구,신월5동,0.69
2050,2022,양천구,신월6동,0.41
2051,2022,양천구,신월7동,1.19
2052,2022,양천구,신정1동,0.7
2053,2022,양천구,신정2동,0.52
2054,2022,양천구,신정3동,2.72
2055,2022,양천구,신정6동,0.96
2056,2022,양천구,신정7동,1.21
2057,2022,양천구,목5동,1.81
2058,2022,양천구,신정4동,1.01
2060,2022,강서구,염창동,1.74
2061,2022,강서구,등촌1동,0.64
2062,2022,강서구,등촌2동,0.92
2063,2022,강서구,등촌3동,0.79
2064,2022,강서구,화곡본동,0.98
2065,2022,강서구,화곡2동,0.45
2066,2022,강서구,화곡3동,0.53
2067,2022,강서구,화곡4동,0.82
2068,2022,강서구,화곡6동,1.11
2069,2022,강서구,화곡8동,0.53
2070,2022,강서구,가양1동,4.7
2071,2022,강서구,가양2동,1.0
2072,2022,강서구,가양3동,0.5
2073,2022,강서구,발산1동,2.94
2074,2022,강서구,공항동,10.87
2075,2022,강서구,방화1동,1.48
2076,2022,강서구,방화2동,6.41
2077,2022,강서구,방화3동,2.55
2078,2022,강서구,화곡1동,1.12
2079,2022,강서구,우장산동,1.36
2081,2022,구로구,신도림동,1.47
2082,2022,구로구,구로1동,1.02
2083,2022,구로구,구로3동,1.02
2084,2022,구로구,구로4동,0.46
2085,2022,구로구,구로5동,1.03
2086,2022,구로구,고척1동,1.16
2087,2022,구로구,고척2동,1.02
2088,2022,구로구,개봉2동,0.8
2089,2022,구로구,개봉3동,0.81
2090,2022,구로구,오류1동,0.59
2091,2022,구로구,수궁동,2.67
2092,2022,구로구,가리봉동,0.4
2093,2022,구로구,구로2동,1.76
2094,2022,구로구,개봉1동,1.31
2095,2022,구로구,오류2동,3.2
2096,2022,구로구,항동,1.4
2098,2022,금천구,가산동,2.52
2099,2022,금천구,독산1동,2.09
2100,2022,금천구,독산2동,0.6
2101,2022,금천구,독산3동,0.92
2102,2022,금천구,독산4동,0.59
2103,2022,금천구,시흥1동,1.71
2104,2022,금천구,시흥2동,1.26
2105,2022,금천구,시흥3동,1.07
2106,2022,금천구,시흥4동,0.87
2107,2022,금천구,시흥5동,1.39
2109,2022,영등포구,여의동,8.4
2110,2022,영등포구,당산1동,0.75
2111,2022,영등포구,당산2동,1.55
2112,2022,영등포구,양평1동,0.88
2113,2022,영등포구,양평2동,3.0
2114,2022,영등포구,신길1동,0.66
2115,2022,영등포구,신길3동,0.52
2116,2022,영등포구,신길4동,0.38
2117,2022,영등포구,신길5동,0.47
2118,2022,영등포구,신길6동,0.65
2119,2022,영등포구,신길7동,0.64
2120,2022,영등포구,대림1동,0.49
2121,2022,영등포구,대림2동,0.55
2122,2022,영등포구,대림3동,0.95
2123,2022,영등포구,영등포본동,1.02
2124,2022,영등포구,영등포동,1.26
2125,2022,영등포구,도림동,0.89
2126,2022,영등포구,문래동,1.49
2128,2022,동작구,노량진2동,0.64
2129,2022,동작구,상도1동,1.51
2130,2022,동작구,상도2동,0.98
2131,2022,동작구,상도3동,0.6
2132,2022,동작구,상도4동,0.75
2133,2022,동작구,사당1동,0.79
2134,2022,동작구,사당3동,0.92
2135,2022,동작구,사당4동,0.38
2136,2022,동작구,사당5동,0.57
2137,2022,동작구,대방동,1.55
2138,2022,동작구,신대방1동,0.62
2139,2022,동작구,신대방2동,1.03
2140,2022,동작구,흑석동,1.68
2141,2022,동작구,노량진1동,1.58
2142,2022,동작구,사당2동,2.75
2144,2022,관악구,보라매동,0.76
2145,2022,관악구,청림동,0.3
2146,2022,관악구,행운동,0.72
2147,2022,관악구,낙성대동,2.27
2148,2022,관악구,중앙동,0.39
2149,2022,관악구,인헌동,1.08
2150,2022,관악구,남현동,3.27
2151,2022,관악구,서원동,0.65
2152,2022,관악구,신원동,0.55
2153,2022,관악구,서림동,0.99
2154,2022,관악구,신사동,0.64
2155,2022,관악구,신림동,0.54
2156,2022,관악구,난향동,0.8
2157,2022,관악구,조원동,0.67
2158,2022,관악구,대학동,8.3
2159,2022,관악구,은천동,0.78
2160,2022,관악구,성현동,0.68
2161,2022,관악구,청룡동,1.18
2162,2022,관악구,난곡동,0.96
2163,2022,관악구,삼성동,2.66
2164,2022,관악구,미성동,1.38
2166,2022,서초구,서초1동,1.42
2167,2022,서초구,서초2동,1.24
2168,2022,서초구,서초3동,2.93
2169,2022,서초구,서초4동,0.88
2170,2022,서초구,잠원동,1.76
2171,2022,서초구,반포본동,1.01
2172,2022,서초구,반포1동,1.0
2173,2022,서초구,반포2동,1.35
2174,2022,서초구,반포3동,1.28
2175,2022,서초구,반포4동,1.43
2176,2022,서초구,방배본동,0.67
2177,2022,서초구,방배1동,0.7
2178,2022,서초구,방배2동,1.93
2179,2022,서초구,방배3동,2.4
2180,2022,서초구,방배4동,0.98
2181,2022,서초구,양재1동,5.76
2182,2022,서초구,양재2동,7.58
2183,2022,서초구,내곡동,12.68
2185,2022,강남구,신사동,1.89
2186,2022,강남구,개포3동,1.24
2187,2022,강남구,논현1동,1.25
2188,2022,강남구,논현2동,1.47
2189,2022,강남구,삼성1동,1.94
2190,2022,강남구,삼성2동,1.24
2191,2022,강남구,대치1동,0.79
2192,2022,강남구,대치4동,0.73
2193,2022,강남구,역삼1동,2.35
2194,2022,강남구,역삼2동,1.15
2195,2022,강남구,도곡1동,1.02
2196,2022,강남구,도곡2동,1.02
2197,2022,강남구,개포1동,1.27
2198,2022,강남구,개포4동,1.49
2199,2022,강남구,일원본동,2.58
2200,2022,강남구,일원1동,0.92
2201,2022,강남구,수서동,1.43
2202,2022,강남구,세곡동,6.36
2203,2022,강남구,압구정동,2.53
2204,2022,강남구,청담동,2.33
2205,2022,강남구,대치2동,2.0
2206,2022,강남구,개포2동,2.51
2208,2022,송파구,풍납1동,0.77
2209,2022,송파구,풍납2동,1.59
2210,2022,송파구,거여1동,0.51
2211,2022,송파구,거여2동,0.53
2212,2022,송파구,마천1동,0.58
2213,2022,송파구,마천2동,0.89
2214,2022,송파구,방이1동,0.5
2215,2022,송파구,방이2동,0.8
2216,2022,송파구,오륜동,3.17
2217,2022,송파구,오금동,1.65
2218,2022,송파구,송파1동,0.79
2219,2022,송파구,송파2동,0.53
2220,2022,송파구,석촌동,0.95
2221,2022,송파구,삼전동,0.95
2222,2022,송파구,가락본동,1.13
2223,2022,송파구,가락1동,1.34
2224,2022,송파구,가락2동,0.96
2225,2022,송파구,문정1동,0.56
2226,2022,송파구,문정2동,2.2
2227,2022,송파구,잠실본동,0.94
2228,2022,송파구,잠실4동,1.56
2229,2022,송파구,잠실6동,2.79
2230,2022,송파구,잠실7동,0.6
2231,2022,송파구,잠실2동,2.18
2232,2022,송파구,잠실3동,1.49
2233,2022,송파구,장지동,1.37
2234,2022,송파구,위례동,2.55
2236,2022,강동구,명일1동,0.61
2237,2022,강동구,명일2동,0.97
2238,2022,강동구,고덕1동,1.73
2239,2022,강동구,고덕2동,2.01
2240,2022,강동구,암사2동,1.18
2241,2022,강동구,암사3동,2.51
2242,2022,강동구,천호1동,0.71
2243,2022,강동구,천호3동,0.79
2244,2022,강동구,성내1동,0.58
2245,2022,강동구,성내2동,0.67
2246,2022,강동구,성내3동,0.71
2247,2022,강동구,둔촌1동,0.92
2248,2022,강동구,둔촌2동,0.98
2249,2022,강동구,암사1동,1.02
2250,2022,강동구,천호2동,1.57
2251,2022,강동구,길동,2.17
2252,2022,강동구,강일동,2.26
2253,2022,강동구,상일1동,2.65
2254,2022,강동구,상일2동,0.54
