,건축물 대장 코드,동이름,건물이름,도로주소,용도,건축면적,대지면적
263,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
264,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
265,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
266,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
267,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
268,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
269,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
270,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
271,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
272,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
273,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
274,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
275,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
276,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
277,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
278,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
279,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
280,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
281,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
282,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
283,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
284,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
285,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
286,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
287,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
288,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
289,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
290,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
291,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
292,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
293,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
294,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
295,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
296,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
297,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
298,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
299,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
300,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
301,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
302,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
303,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
304,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
305,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
306,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
307,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
308,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
309,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
310,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
311,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
312,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
313,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
314,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
315,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
316,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
317,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
318,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
319,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
320,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
321,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
322,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
323,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
324,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
325,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
326,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
327,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
328,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
329,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
330,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
331,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
332,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
333,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
334,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
335,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
336,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
337,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
338,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
339,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
340,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
341,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
342,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
343,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
344,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
345,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
346,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
347,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
348,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
349,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
350,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
351,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
352,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
353,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
354,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
355,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
356,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
357,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
358,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
359,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
360,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
361,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
362,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
363,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
364,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
365,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
366,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
367,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
368,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
369,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
370,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
371,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
372,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
373,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
374,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
375,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
376,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
377,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
378,11215-100264910,화양동,더 메종 건대,서울특별시 광진구 동일로,공동주택,447.92,751.96
