역명,승차총승객수,하차총승객수
마포구청,11989,10064
월드컵경기장(성산),11003,12078
디지털미디어시티,9448,9612
증산(명지대앞),8764,8304
새절(신사),10608,9815
구산,6532,4587
연신내,1,0
독바위,2380,2685
불광,4159,3958
역촌,3004,3587
응암,15654,15398
하남검단산,6750,6421
하남시청(덕풍·신장),6752,6094
하남풍산,3326,3135
미사,14987,14432
강일,4129,3571
마천,5794,5632
거여,7828,7225
개롱,4922,4876
오금,2407,2182
방이,5927,5829
올림픽공원(한국체대),6717,7494
둔촌동,6852,6570
상일동,10849,10069
고덕,7466,7161
명일,7048,6886
굽은다리(강동구민회관앞),8108,7475
길동,7036,6908
강동,14867,14174
천호(풍납토성),19788,18771
광나루(장신대),14296,13096
아차산(어린이대공원후문),15893,14808
군자(능동),10312,11286
장한평,14732,14936
답십리,12826,10999
마장,4671,4238
왕십리(성동구청),4206,5008
행당,6568,5587
신금호,4773,4940
청구,2931,2741
동대문역사문화공원(DDP),1517,1938
을지로4가,5090,5167
종로3가,17488,18048
서대문,10441,9637
청량리(서울시립대입구),15738,14372
서원,1817,1643
서울대벤처타운,4383,4265
관악산(서울대),1466,1560
산본,9031,9748
대야미,2774,2532
반월,2447,2392
상록수,9264,9281
한대앞,5406,5331
중앙,11666,12106
고잔,5103,5091
초지,2497,2436
안산,10213,9550
신길온천,1184,1112
정왕,5579,5654
오이도,5573,5615
수리산,2177,1833
서울역,35676,34219
시청,12821,12747
종각,15932,14592
종로3가,16037,15045
종로5가,14367,13450
동대문,9228,9509
신설동,7302,6944
제기동,9518,9220
청량리(서울시립대입구),12327,12858
동묘앞,7080,7464
시청,10312,8206
을지로입구,22966,22608
을지로3가,11263,11299
을지로4가,5334,5455
동대문역사문화공원(DDP),10309,12447
신당,8878,9457
상왕십리,7274,7076
왕십리(성동구청),10379,9167
한양대,2688,2845
뚝섬,11040,11418
성수,17565,18987
건대입구,26542,28878
구의(광진구청),11977,11843
강변(동서울터미널),24061,24078
잠실나루,5884,5404
잠실(송파구청),66142,61755
잠실새내,12816,13466
종합운동장,7050,7351
삼성(무역센터),27775,26652
선릉,14335,12178
역삼,12256,13023
강남,34302,34233
교대(법원.검찰청),11031,12150
서초,12530,11374
방배,6825,6957
사당,24191,26357
낙성대(강감찬),16131,15641
서울대입구(관악구청),27033,26462
봉천,12802,12155
신림,36863,35054
신대방,15291,14759
구로디지털단지,26429,25510
대림(구로구청),15745,16132
신도림,31395,31767
문래,8344,9197
영등포구청,8877,9144
당산,8491,9248
합정,23199,25745
홍대입구,61902,64325
신촌,27188,27038
이대,8214,8542
아현,5447,5198
충정로(경기대입구),4186,4449
용답,1769,1634
신답,721,814
신설동,2820,2618
도림천,507,504
양천구청,3290,3384
신정네거리,5276,5421
용두(동대문구청),1015,989
지축,2741,2588
구파발,10756,11005
연신내,20824,19816
불광,9209,10361
녹번,7700,6747
홍제,9802,9117
무악재,1964,1946
독립문,5075,5184
경복궁(정부서울청사),18379,19142
안국,18410,18041
종로3가,4684,6520
을지로3가,4888,4647
동대입구,6756,7370
약수,7258,6903
금호,4556,4445
옥수,4950,5026
압구정,14833,16031
신사,14389,15268
잠원,2038,2015
고속터미널,47948,46516
교대(법원.검찰청),4616,2781
남부터미널(예술의전당),15241,15733
양재(서초구청),14649,15706
매봉,4016,4185
도곡,1721,1651
대치,7005,5897
학여울,2893,2888
대청,4232,3996
일원,3549,3544
수서,11658,11772
가락시장,3995,4290
경찰병원,2905,2998
오금,2826,2717
당고개,5843,5576
상계,10436,9743
노원,13121,14486
창동,15076,15847
쌍문,16420,15033
수유(강북구청),20742,20289
미아(서울사이버대학),8187,7644
미아사거리,16708,15956
길음,11220,10844
성신여대입구(돈암),13932,13169
한성대입구(삼선교),8988,8873
혜화,28263,29309
동대문,8091,8749
동대문역사문화공원(DDP),12264,10863
충무로,10010,11042
명동,18769,20828
회현(남대문시장),10398,10249
서울역,5415,14830
숙대입구(갈월),8824,8441
삼각지,3783,5040
신용산,10382,10424
이촌(국립중앙박물관),8619,8601
동작(현충원),601,676
총신대입구(이수),10341,11218
사당,17170,15488
남태령,858,583
방화,3425,3388
개화산,2606,2569
김포공항,7478,7435
송정,3637,3627
마곡,3682,3758
발산,9707,10790
우장산,6688,6862
화곡,14153,12929
까치산,15655,14917
신정(은행정),6522,5739
목동,7788,7953
오목교(목동운동장앞),11183,11423
양평,2847,2732
영등포구청,1410,1341
영등포시장,6369,6506
신길,2454,2488
여의도,11738,10544
여의나루,6560,10275
마포,5734,5449
공덕,5236,5414
애오개,2762,2782
충정로(경기대입구),1601,1433
서대문,5705,5474
광화문(세종문화회관),17076,17382
종로3가,11603,10800
을지로4가,2122,2573
동대문역사문화공원(DDP),1157,1326
청구,1800,1782
신금호,3052,3206
행당,4158,3722
왕십리(성동구청),2622,3087
마장,3003,2844
답십리,8050,7183
장한평,9216,8873
군자(능동),6734,7484
아차산(어린이대공원후문),9100,8869
광나루(장신대),7682,7242
천호(풍납토성),12982,12222
강동,9842,9408
길동,4462,4632
굽은다리(강동구민회관앞),5417,5098
명일,4942,4963
고덕,4085,4153
상일동,6787,6588
둔촌동,4832,4838
올림픽공원(한국체대),3237,3327
방이,3986,3832
오금,1493,1426
개롱,2942,3116
거여,4869,4634
마천,3638,3841
강일,2414,2233
미사,9097,9384
하남풍산,2295,2252
하남시청(덕풍·신장),4253,4091
하남검단산,4531,4477
응암,9173,9056
역촌,2215,2372
불광,3097,2691
독바위,1439,1625
구산,3895,3051
새절(신사),6482,6242
증산(명지대앞),5399,5470
디지털미디어시티,5415,5674
월드컵경기장(성산),3312,3654
마포구청,7325,6323
망원,9818,10367
합정,10160,9557
상수,9033,10158
광흥창(서강),4155,3970
대흥(서강대앞),4026,4038
공덕,7721,7203
효창공원앞,3462,3092
삼각지,5271,3751
녹사평(용산구청),4128,4472
이태원,15370,15045
한강진,10023,11524
버티고개,1064,1131
약수,1796,1850
청구,1830,1638
신당,5307,5782
동묘앞,5172,5200
창신,1758,1603
보문,4183,3823
안암(고대병원앞),5069,5216
고려대(종암),4561,4404
월곡(동덕여대),6226,5704
상월곡(한국과학기술연구원),3375,2957
돌곶이,5780,5520
석계,6302,6931
태릉입구,3291,3473
화랑대(서울여대입구),5137,4325
봉화산(서울의료원),3958,3907
장암,1186,817
도봉산,4661,6250
수락산,7475,7274
마들,6202,5761
노원,12838,12966
중계,6668,6135
하계,9453,8857
공릉(서울과학기술대),6293,6313
태릉입구,5035,4689
먹골,5436,5252
중화,5470,5234
상봉(시외버스터미널),9568,8842
면목,7949,7804
사가정,8741,8526
용마산(용마폭포공원),3262,3351
중곡,5425,5071
군자(능동),8352,6442
어린이대공원(세종대),9000,8836
건대입구,8106,8616
뚝섬유원지,4119,4120
청담,7077,7484
강남구청,5886,6589
학동,7691,7924
논현,5292,5818
반포,2788,2770
고속터미널,13818,8794
내방,5030,5196
이수,8542,7942
남성,5710,5380
숭실대입구(살피재),5947,5960
상도,5729,5285
장승배기,4644,4601
신대방삼거리,7913,7397
보라매,3939,3913
신풍,6740,6386
대림(구로구청),9006,8272
남구로,7191,7134
가산디지털단지,11669,10117
철산,11181,11329
광명사거리,12407,12014
천왕,4883,4627
온수(성공회대입구),4115,4105
암사,10169,9665
천호(풍납토성),9363,10657
강동구청,4748,4866
몽촌토성(평화의문),3643,3799
잠실(송파구청),13632,15068
석촌,4456,5483
송파,4765,4734
가락시장,3557,4569
문정,6445,6630
장지,9518,9278
복정,5030,4569
산성,3023,3001
남한산성입구(성남법원.검찰청),6957,6188
단대오거리,5778,5493
신흥,2788,3094
수진,3356,3054
모란,3950,3550
남위례,2882,2961
개화,1161,960
김포공항,7529,11616
공항시장,1730,1817
신방화,3576,3503
마곡나루(서울식물원),6087,5963
양천향교,4294,4234
가양,11502,10720
증미,2668,2549
등촌,5165,5032
염창,9104,8792
신목동,1784,1561
선유도,3006,2827
당산,9993,9795
국회의사당,5356,4964
여의도,12186,9545
샛강,1991,1782
노량진,16393,16261
노들,2768,2311
흑석(중앙대입구),3971,4093
동작(현충원),1030,851
구반포,423,428
신반포,2125,2170
고속터미널,11616,18645
사평,1683,1717
신논현,16221,16341
언주,4272,4225
선정릉,3106,3551
삼성중앙,2308,2433
봉은사,11075,11599
종합운동장,2630,2411
삼전,3785,3651
석촌고분,3658,3509
석촌,5071,4384
송파나루,3562,3850
한성백제,1749,1707
올림픽공원(한국체대),7725,7476
둔촌오륜,592,566
중앙보훈병원,3483,3392
판교,2798,2733
이매,710,568
삼동,1124,1056
경기광주,4215,4198
초월,1730,1600
곤지암,1677,1784
신둔도예촌,1072,1065
이천,2191,2384
부발,1604,1640
세종대왕릉,335,344
여주,2200,2266
서울역,10141,2563
남영,4925,5168
용산,39939,37839
노량진,6401,6340
대방,5267,5847
영등포,38486,37834
신도림,2067,2383
신길,4689,4063
구로,10315,10560
가산디지털단지,4805,6812
금천구청,6020,6069
석수,4877,4414
관악,4431,4333
안양,13908,13820
명학,3466,3191
금정,15501,15532
군포,3395,3043
의왕,4173,4056
성균관대,8122,8361
화서,4340,4282
수원,36547,35936
독산,6726,6450
세류,2255,2125
병점,9725,10164
세마,1803,1665
오산대,2294,2147
오산,7807,8097
진위,938,866
송탄,3694,4163
서정리,5025,6295
평택지제,2772,2629
평택,11896,12345
성환,2748,2963
직산,572,612
두정,4799,5392
천안,6300,6588
당정,3131,3094
서동탄,797,828
광명,2872,2194
이촌(국립중앙박물관),2407,1855
서빙고,1672,1808
한남,1814,1893
옥수,36,23
응봉,1054,932
왕십리(성동구청),10272,11801
외대앞,4848,4710
신이문,4795,4567
석계,5070,5388
광운대,3989,3926
월계,3424,3176
녹천,2500,2152
창동,1,0
방학,5828,5675
도봉,3325,3162
도봉산,5946,4129
망월사,4361,4473
회룡,7344,7236
의정부,14331,14944
가능,3833,3583
녹양,2679,2606
양주,4956,5011
덕계,1860,1734
덕정,3235,3442
지행,4270,4389
동두천중앙,2102,2014
보산,1282,1281
동두천,1341,1677
소요산,3075,2818
서울역,1287,1234
신촌,303,369
효창공원앞,1474,1537
공덕,2312,1594
서강대,1365,1324
홍대입구,1721,2369
가좌,2930,2946
디지털미디어시티,1610,1403
수색,912,901
화전,845,879
강매,1450,1375
행신,4743,4555
능곡,2060,2036
곡산,277,273
백마,3493,3324
풍산,3488,3339
일산,4527,4425
탄현,4231,3998
야당,4839,5072
운정,3698,3631
금릉,2897,2847
금촌,4179,4318
월롱,1013,1305
파주,655,601
문산,3711,3915
임진강,54,50
계양,1,0
개봉,12005,11726
오류동,7501,6734
역곡,15716,15316
부천,21587,21637
송내,13441,13257
부평,22797,23717
백운,3815,3681
동암,9845,9860
주안,12154,10996
제물포,5296,5133
동인천,8898,8412
인천,3322,2707
구일,3068,2954
소사,5809,5800
부개,4876,4499
간석,3069,2935
도원,1574,1629
온수(성공회대입구),4294,3937
중동,4840,4577
도화,2215,2093
신내,932,984
갈매,1495,1314
별내,1673,1520
퇴계원,1979,1846
사릉,1269,1269
금곡,768,772
평내호평,3259,3137
천마산,1021,968
마석,2589,2458
대성리,1013,687
청평,1750,1473
상천,278,276
가평,2056,1881
굴봉산,173,158
백양리,93,66
강촌,642,553
김유정,512,562
남춘천,2730,2802
춘천,1963,1575
서울역,10967,9645
공덕,1294,2140
홍대입구,12555,12361
디지털미디어시티,4527,4405
마곡나루(서울식물원),2179,2705
김포공항,11558,6014
계양,5907,5774
검암,3564,3755
청라국제도시,3269,3250
운서,5930,6421
공항화물청사,1000,1011
인천공항1터미널,8928,7900
인천공항2터미널,3568,3306
영종,2650,2700
선바위,3937,3522
경마공원,15390,15507
대공원,2865,2899
과천,3876,3683
정부과천청사,4287,4327
인덕원,12883,12823
평촌,6709,6380
범계,15360,15532
선릉,3057,4744
한티,9980,9394
도곡,2877,2703
구룡,816,848
개포동,2211,2175
대모산입구,2473,2369
수서,9102,9143
수원,6542,5531
서울숲,7616,7934
압구정로데오,11620,13271
강남구청,3301,4079
선정릉,2086,2051
가천대,4511,5034
태평,8326,8027
모란,15389,16289
야탑,13937,14314
서현,14321,14699
수내,6102,5959
정자,7699,8087
미금,7396,7654
오리,5285,4367
이매,3836,3943
보정,1169,1090
죽전,7656,8357
구성,2369,2657
신갈,2011,2023
기흥,5246,5006
상갈,3051,3085
청명,2112,2074
영통,4946,5070
망포,6788,6675
매탄권선,2656,2587
수원시청,9076,10363
매교,2344,2281
고색,1887,1849
오목천,1768,1719
어천,676,741
야목,209,182
사리,2697,2210
달월,35,40
월곶,1803,1597
소래포구,5561,5740
인천논현,2786,2921
호구포,2128,2121
남동인더스파크,591,572
원인재,2652,2709
연수,3167,3242
송도,1398,1421
인하대,3025,3005
숭의,1919,1645
신포,1044,985
인천,1055,1700
샛강,637,814
대방,1354,1005
서울지방병무청,1284,1434
보라매,1614,1411
보라매공원,791,838
보라매병원,1994,1981
당곡,2209,2102
신림,1012,1326
북한산우이,2599,2515
솔밭공원,1305,1238
4.19민주묘지,1719,1593
가오리,2217,2080
화계,2043,1878
삼양,1108,1125
삼양사거리,1444,1361
솔샘,2817,2610
북한산보국문,3817,3376
정릉,2925,2418
성신여대입구(돈암),2127,2684
보문,936,935
신설동,940,930
원흥,5849,5532
삼송,11648,11056
원당,5877,5769
화정,9434,9718
대곡,1049,931
백석,5752,5682
마두,3569,3543
정발산,6776,7065
주엽,4792,4742
대화,7937,7006
봉명,596,634
쌍용(나사렛대),1491,1465
아산,3556,2626
탕정,599,627
배방,803,921
온양온천,4865,4940
신창(순천향대),1019,1293
회기,17003,16887
중랑,3588,3366
상봉(시외버스터미널),3566,3524
망우,4903,4790
양원,1366,1333
구리,7707,8051
도농,5617,5583
양정,397,365
덕소,3347,3340
도심,1183,1048
팔당,1046,1075
운길산,946,922
양수,1755,1670
신원,179,156
국수,509,501
아신,519,524
오빈,258,254
양평,2320,2310
원덕,401,387
용문,2230,2085
지평,49,41
관악산(서울대),2103,2113
서울대벤처타운,4734,4744
서원,1875,1786
신림,1003,1444
당곡,2395,2437
보라매병원,2154,2126
신이문,5435,5049
신설동,7593,7631
제기동,14203,15047
서울역,38354,36260
시청,19372,18230
종각,19028,17523
종로3가,19725,18193
종로5가,19724,18552
동대문,10068,10095
방화,3879,3760
아신,555,479
오빈,294,251
양평,2723,2310
원덕,435,338
용문,4412,3959
지평,62,28
온양온천,3778,3564
배방,839,907
탕정,640,679
아산,3976,2568
쌍용(나사렛대),1477,1660
봉명,581,623
대화,7035,6079
주엽,6051,5826
정발산,5469,5457
마두,4417,4372
백석,6066,6007
대곡,1190,1046
화정,10338,10369
원당,6794,6602
삼송,12425,12179
원흥,6484,6144
신설동,1318,1255
보문,962,972
성신여대입구(돈암),2525,3013
정릉,3051,2605
북한산보국문,4015,3726
솔샘,3268,3002
삼양사거리,1742,1792
삼양,1343,1362
화계,2266,2167
가오리,2701,2560
4.19민주묘지,2183,1957
솔밭공원,1576,1553
북한산우이,2556,2649
수리산,2232,1942
오이도,5844,5501
정왕,5049,5688
신길온천,1143,1109
보라매공원,838,960
보라매,1704,1596
서울지방병무청,1334,1533
대방,1399,1152
샛강,708,959
인천,990,1483
신포,1203,1174
숭의,2182,1995
인하대,3537,3415
송도,1537,1398
연수,3082,2927
원인재,2664,2734
남동인더스파크,705,777
신창(순천향대),1120,2093
청량리(서울시립대입구),15540,15926
동묘앞,9232,9586
시청,10376,7963
을지로입구,22549,21299
을지로3가,8913,8453
을지로4가,7017,6927
동대문역사문화공원(DDP),10684,12058
신당,9019,9807
상왕십리,8079,7910
왕십리(성동구청),10031,8838
한양대,3805,4420
뚝섬,10826,11144
성수,17067,19006
건대입구,26512,27863
구의(광진구청),12967,12999
강변(동서울터미널),26358,24190
잠실나루,5954,5575
잠실(송파구청),60295,56211
잠실새내,13180,13583
종합운동장,4101,4983
삼성(무역센터),23374,22485
선릉,17638,15726
역삼,13368,14446
강남,35743,34488
교대(법원.검찰청),12018,13646
서초,6812,6024
방배,6896,7216
사당,23163,25510
낙성대(강감찬),15631,16851
서울대입구(관악구청),27496,28225
봉천,13372,13184
신림,35960,35034
신대방,15634,15363
구로디지털단지,27098,26658
대림(구로구청),14850,15521
신도림,28861,29361
문래,7988,8534
영등포구청,9663,10017
당산,8828,9810
합정,20788,22194
홍대입구,55596,55575
신촌,26093,25741
이대,8714,9968
아현,5984,5992
충정로(경기대입구),3917,4183
용답,1814,1855
신답,867,927
신설동,2485,2351
도림천,575,649
양천구청,3516,3552
신정네거리,5711,5784
용두(동대문구청),1425,1389
지축,3201,3056
구파발,11816,12351
연신내,23034,21929
불광,10196,11513
녹번,8273,7655
홍제,10819,10535
무악재,2204,2324
독립문,4451,4830
경복궁(정부서울청사),17738,19416
안국,18317,17456
종로3가,5247,6421
을지로3가,4303,3851
동대입구,5619,6488
약수,7432,7172
금호,4813,4803
옥수,5597,5712
압구정,16450,17673
신사,15813,15874
잠원,2362,2398
고속터미널,54671,48454
교대(법원.검찰청),5105,3289
남부터미널(예술의전당),16620,17063
양재(서초구청),13390,15802
매봉,4669,4681
도곡,2118,2152
대치,6678,6250
학여울,890,875
대청,4669,4640
일원,3924,4064
수서,11601,11341
가락시장,5061,5071
경찰병원,3005,3131
오금,2735,2773
당고개,5959,5649
상계,11440,10758
노원,12853,13969
창동,15549,16467
쌍문,17745,16087
수유(강북구청),22237,21803
미아(서울사이버대학),9423,9358
미아사거리,18115,17407
길음,11707,12085
성신여대입구(돈암),14903,14347
한성대입구(삼선교),8522,8713
혜화,23562,24150
동대문,17625,17813
동대문역사문화공원(DDP),12581,10548
충무로,11076,12081
명동,17064,17550
회현(남대문시장),19946,20034
서울역,5402,14006
숙대입구(갈월),7613,7223
삼각지,3246,4431
신용산,10251,10361
이촌(국립중앙박물관),6803,7135
동작(현충원),896,921
총신대입구(이수),11197,12225
사당,15971,14634
남태령,684,536
개화산,3073,3056
김포공항,8016,8191
송정,4123,4018
마곡,4440,4462
발산,10582,10997
우장산,7910,8129
화곡,15899,15001
까치산,16760,16371
신정(은행정),7054,6529
목동,8605,8754
오목교(목동운동장앞),12056,12406
양평,2902,2966
영등포구청,1604,1583
영등포시장,5886,6176
신길,2291,2392
여의도,10094,10115
여의나루,6048,8183
마포,5917,5966
공덕,5520,5593
애오개,2742,2923
충정로(경기대입구),1599,1549
서대문,5842,5600
광화문(세종문화회관),23046,23310
종로3가,12413,10976
을지로4가,3131,3480
동대문역사문화공원(DDP),1271,1356
청구,2138,2133
신금호,3195,3513
행당,4244,3835
왕십리(성동구청),2697,3255
마장,3092,2892
답십리,8690,8164
장한평,9203,9157
군자(능동),6864,7484
아차산(어린이대공원후문),10216,9940
광나루(장신대),8425,8161
천호(풍납토성),13545,12551
강동,10223,10099
길동,4841,5048
굽은다리(강동구민회관앞),6156,5829
명일,4708,4771
고덕,5284,5292
상일동,7450,7184
둔촌동,4608,4755
올림픽공원(한국체대),3719,4235
방이,3928,3929
오금,1559,1500
개롱,3221,3374
거여,4744,4650
마천,3863,3877
강일,2744,2504
미사,9826,9999
하남풍산,2307,2260
하남시청(덕풍·신장),4512,4362
하남검단산,4608,4455
응암,10243,10359
역촌,2267,2565
불광,3298,2872
독바위,1595,1871
구산,4203,3446
새절(신사),7034,6884
증산(명지대앞),6031,6133
디지털미디어시티,6189,6614
월드컵경기장(성산),5587,5798
마포구청,7552,6969
망원,9906,10439
합정,9682,8681
상수,6806,7446
광흥창(서강),4158,3902
대흥(서강대앞),4394,4632
공덕,7714,7490
효창공원앞,3940,3681
삼각지,4251,3410
녹사평(용산구청),3478,3601
이태원,11230,9706
한강진,7113,7835
버티고개,1168,1274
약수,2051,2074
청구,2162,2219
신당,6110,6021
동묘앞,7089,6617
창신,1831,1720
보문,4164,4069
안암(고대병원앞),5726,6421
고려대(종암),4450,4628
월곡(동덕여대),6528,6492
상월곡(한국과학기술연구원),3471,3315
돌곶이,5292,4956
석계,7239,7647
태릉입구,3441,3656
화랑대(서울여대입구),5482,4929
봉화산(서울의료원),4283,4264
신내,1,0
장암,1235,735
도봉산,5047,6652
수락산,7837,7587
마들,6944,6765
노원,12971,12867
중계,7248,6622
하계,9382,9193
공릉(서울과학기술대),6752,7070
태릉입구,5296,5203
먹골,5918,6034
중화,6064,5872
상봉(시외버스터미널),10578,10159
면목,8684,8428
사가정,9667,9533
용마산(용마폭포공원),3492,3593
중곡,5679,5738
군자(능동),8856,7112
어린이대공원(세종대),8393,8782
건대입구,8654,9076
뚝섬유원지,5112,5014
청담,7686,8474
강남구청,6362,7193
학동,7448,7862
논현,6944,7468
반포,3669,3560
고속터미널,16498,9243
내방,5888,6028
이수,9005,8557
남성,6220,6325
숭실대입구(살피재),6881,7422
상도,6137,6093
장승배기,4976,5074
신대방삼거리,8066,8375
보라매,3871,4001
신풍,6375,6015
대림(구로구청),7076,6762
남구로,6858,6951
가산디지털단지,13530,12505
철산,11230,11185
광명사거리,13418,13276
천왕,5337,5259
온수(성공회대입구),4291,4462
암사,9761,9313
천호(풍납토성),9144,10424
강동구청,4896,5205
몽촌토성(평화의문),3896,4002
잠실(송파구청),13181,14244
석촌,4623,5670
송파,4888,5024
가락시장,4683,5228
문정,5676,5879
장지,10147,10114
복정,4246,3924
산성,3033,3115
남한산성입구(성남법원.검찰청),7224,6696
단대오거리,6054,6090
신흥,3083,3330
수진,3434,3204
모란,2950,2449
남위례,2785,2912
개화,1199,1076
김포공항,7853,11994
공항시장,1858,2136
신방화,3761,3665
마곡나루(서울식물원),6656,6556
양천향교,4626,4921
가양,11683,11746
증미,2777,2763
등촌,5799,6014
염창,9562,9432
신목동,1887,1781
선유도,3226,3150
당산,9912,9996
국회의사당,3610,3744
여의도,10757,9242
샛강,2110,2107
노량진,17512,18444
노들,2594,2291
흑석(중앙대입구),4666,4802
동작(현충원),1088,901
구반포,547,530
신반포,1870,2035
고속터미널,13663,19777
사평,1912,2016
신논현,16993,16297
언주,4952,4954
선정릉,3404,3886
삼성중앙,2414,2536
봉은사,9676,9944
종합운동장,2492,2375
삼전,4060,4019
석촌고분,3535,3473
석촌,5310,4855
송파나루,3634,3640
한성백제,1665,1520
올림픽공원(한국체대),10018,9239
둔촌오륜,483,524
중앙보훈병원,3874,3621
판교,3065,2834
이매,700,596
삼동,1211,1170
경기광주,4460,4260
초월,1865,1796
곤지암,1594,1773
신둔도예촌,1107,1105
이천,2284,2350
부발,1722,2225
세종대왕릉,346,331
여주,2485,2383
서울역,10298,2418
남영,4634,5141
용산,39465,36142
노량진,6557,6561
대방,5345,6060
영등포,36508,35950
신도림,2273,2638
신길,4887,4429
구로,10372,10106
가산디지털단지,5474,7695
금천구청,6650,6575
석수,5105,4668
관악,4541,4392
안양,14310,14106
명학,3753,3766
금정,15386,15877
군포,3331,3274
의왕,4531,4605
성균관대,7915,8442
화서,4195,3982
수원,34283,32864
독산,7394,7597
세류,2036,2025
병점,9755,10340
세마,1789,1652
오산대,2348,2201
오산,7781,8181
진위,1038,976
송탄,3433,4003
서정리,5016,6764
평택지제,3429,3119
평택,11370,12195
성환,2662,3482
직산,578,596
두정,4188,5885
천안,6288,6318
당정,3177,3099
서동탄,770,727
광명,3184,2024
이촌(국립중앙박물관),2261,1927
서빙고,1150,1124
한남,2510,2397
옥수,68,47
응봉,1239,1079
왕십리(성동구청),10237,11763
청량리(서울시립대입구),15697,15559
외대앞,5416,5705
석계,5859,6368
광운대,4548,4775
월계,4133,3901
녹천,2702,2331
방학,6347,6130
도봉,3829,3743
도봉산,6877,4923
망월사,5333,5427
회룡,8227,8047
의정부,14360,14317
가능,4377,4266
녹양,2939,2668
양주,5930,5698
덕계,2217,2023
덕정,3496,3686
지행,4786,4742
동두천중앙,2416,2322
보산,1333,1390
동두천,1548,1911
소요산,3661,3127
서울역,1680,1353
신촌,323,388
효창공원앞,1487,1792
공덕,1897,1538
서강대,1381,1437
홍대입구,1692,2161
가좌,3507,3470
디지털미디어시티,1594,1467
수색,1178,1284
화전,1244,1265
강매,1672,1522
행신,5258,4928
능곡,2356,2257
곡산,352,345
백마,3949,3714
풍산,3579,3333
일산,5222,4892
탄현,4651,4313
야당,5576,5172
운정,4109,3787
금릉,3227,3141
금촌,4525,4666
월롱,1198,2271
파주,709,639
문산,4056,4143
임진강,53,42
개봉,12910,13078
오류동,7367,6831
역곡,16622,16689
부천,23091,22857
송내,14423,14221
부평,22752,22766
백운,4220,4138
동암,10348,10153
주안,12274,11061
제물포,5692,5521
국수,643,567
동인천,8788,8762
인천,3673,3026
구일,3305,3386
소사,5341,5332
부개,5185,4821
간석,3588,3387
도원,1672,1699
온수(성공회대입구),4165,3964
중동,5419,5077
도화,2520,2237
신내,1172,1149
갈매,1649,1456
별내,1999,1792
퇴계원,2239,2030
사릉,1554,1468
금곡,970,914
평내호평,3835,3643
천마산,1150,1115
마석,2888,2692
대성리,763,383
청평,1800,1343
상천,337,291
가평,2305,1710
굴봉산,187,119
백양리,100,70
강촌,557,424
김유정,483,519
남춘천,2647,3174
춘천,2180,1906
서울역,10860,10145
공덕,1486,1833
홍대입구,11210,10497
디지털미디어시티,4674,4792
마곡나루(서울식물원),2838,3314
김포공항,11420,6429
계양,6605,6179
검암,3798,3691
청라국제도시,3729,3482
운서,6279,6683
공항화물청사,1120,1171
인천공항1터미널,8623,7796
인천공항2터미널,3778,3162
영종,3093,2711
선바위,3636,3416
경마공원,619,533
대공원,3748,3727
과천,3890,3628
정부과천청사,4516,4709
인덕원,12226,12326
평촌,7308,7006
범계,15600,15309
선릉,3463,5439
한티,8512,8754
도곡,3693,3568
구룡,1156,1243
개포동,2171,2267
대모산입구,2411,2362
수서,8636,8237
신원,257,170
양수,1983,1844
운길산,999,1007
팔당,1107,1163
도심,1479,1339
덕소,3854,3849
양정,579,519
도농,6443,6092
구리,8699,8814
양원,1558,1520
망우,5513,5432
상봉(시외버스터미널),3842,3937
중랑,3771,3829
수원,5784,4996
서울숲,6629,6489
압구정로데오,11104,12142
강남구청,3477,4113
선정릉,2164,2335
가천대,5162,5919
태평,8612,8325
모란,12052,12565
야탑,14976,15225
서현,15068,14869
회기,18250,18518
수내,7015,7046
정자,7995,8629
미금,8204,8833
오리,5779,4822
이매,3203,3119
보정,1289,1197
죽전,8093,9235
구성,2733,2766
신갈,2214,2186
기흥,5523,5283
상갈,3088,3190
청명,2042,2115
영통,4762,5015
망포,6765,7204
매탄권선,2790,2628
수원시청,7776,7882
매교,2217,2141
고색,1857,1900
오목천,1716,1766
어천,632,704
야목,224,177
사리,2805,2349
달월,61,68
월곶,1712,1692
소래포구,5866,5624
인천논현,3270,3338
호구포,2047,2097
지축,1,0
안산,8197,7352
초지,2507,2482
고잔,4538,4367
중앙,12210,11903
한대앞,5560,5734
상록수,9284,9227
반월,2559,2489
대야미,2924,2764
산본,9582,10072
월계,8964,8219
오빈,387,366
선릉,64198,57000
양평,3200,3275
원덕,438,371
용문,1960,1906
지평,70,83
용답,3361,3533
구리,15118,14947
도농,12985,11266
양정,832,740
덕소,6401,6173
도심,2900,2234
팔당,968,942
운길산,956,942
양수,2240,2150
신원,291,253
국수,809,850
아신,731,704
서울역,52941,50452
시청,26578,26455
종각,39915,39484
종로3가,27808,25047
종로5가,24671,24521
동대문,11790,11249
신설동,14610,14308
제기동,18483,18801
청량리(서울시립대입구),21296,21319
동묘앞,8969,9433
시청,26497,25845
을지로입구,47194,48736
을지로3가,25573,25786
을지로4가,14814,14910
동대문역사문화공원(DDP),14964,17154
신당,14943,15259
상왕십리,15532,15059
왕십리(성동구청),17774,13981
한양대,16567,18361
뚝섬,23637,25526
성수,40539,44165
건대입구,35787,38641
구의(광진구청),25847,25461
강변(동서울터미널),33691,30404
잠실나루,16518,14976
잠실(송파구청),78421,78658
잠실새내,23489,23477
종합운동장,12138,13732
삼성(무역센터),55969,57239
역삼,58834,66621
