사용월,호선명,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
201707,5호선,군자(능동),21,1,7156,886,12139,8517,37636,10356,51296,27964,21828,19873,14326,13225,12795,13149,14139,14591,14365,16904,13080,17446,13164,19935,14968,22268,18126,31568,24436,49811,16685,47644,12519,26087,12851,23927,11535,23689,5987,15841,884,6998,0,1253,0,0,0,0,20170803
201706,5호선,군자(능동),50,1,7823,970,12755,8748,39294,10912,52366,28034,22281,20009,14684,13358,12791,13285,13886,14078,14526,16221,13036,17587,12998,19810,15183,23708,18497,33236,24995,50505,16970,47296,12998,26952,13335,24619,12175,24467,6399,16624,1018,7764,0,1571,0,0,0,0,20170703
201705,5호선,군자(능동),54,1,7379,982,13101,8693,36902,10818,50457,26960,22929,20209,15485,13958,14076,14356,14937,14793,15484,17139,14152,18908,13740,21249,15634,25029,19063,33528,24050,50594,17561,46742,13562,27817,13370,25221,12594,25143,6605,17408,1072,8231,0,1576,0,0,0,0,20170603
201704,5호선,군자(능동),61,1,6843,839,12954,8178,38151,10953,53321,27784,23172,19830,15128,13814,13544,13762,14850,14981,15476,16928,13755,17828,13209,20062,14818,23851,17923,32950,24073,50690,17390,47427,13343,27473,13238,25486,12025,25015,6151,16734,995,7449,1,1496,0,0,0,0,20170503
201703,5호선,군자(능동),63,2,6497,759,13193,7888,41023,11209,57177,30502,24724,21700,15880,14863,14193,14212,15456,15395,16283,17580,14628,19641,14578,22123,16087,25838,19893,36127,26855,54790,18911,51385,13288,29576,13970,26576,12736,25987,6443,17333,1024,7670,1,1553,0,0,0,0,20170403
201702,5호선,군자(능동),40,1,5468,732,10219,6712,31757,9006,49262,26209,21355,18566,13823,12809,12790,12310,14264,14166,14985,16223,13575,18509,12692,19654,14709,22074,18088,30257,24164,47452,16814,46678,11721,26141,12678,23369,11346,22681,5867,15240,990,6919,0,1270,0,0,0,0,20170308
201701,5호선,군자(능동),28,1,5277,678,10235,6379,30872,9098,47925,25672,21430,19428,14022,13027,12634,13067,14079,14882,15040,17277,13936,18976,13645,20716,15067,23122,18561,29889,24091,48271,16321,45394,12049,25393,12140,22750,11135,22047,5620,14875,923,6915,18,1437,0,30,0,0,20170208
201612,5호선,군자(능동),44,0,6128,744,11081,7154,36605,9885,54517,29088,23762,20546,15042,13343,14476,14177,15225,16349,16128,18077,14871,20336,15464,22665,17552,26290,21727,35659,26754,55590,17891,49126,12985,28144,14187,25665,12987,26358,7075,18722,1156,8826,40,2220,0,153,0,0,20170108
201611,5호선,군자(능동),59,0,6394,738,12280,6703,38878,9518,55169,27098,23728,18210,14496,11936,12687,11620,14265,12851,15226,15359,13499,16556,14103,18204,15941,22640,20563,31651,26287,49930,17667,44932,12250,26143,12864,24048,11814,24201,6171,16326,959,7626,0,1573,0,0,0,0,20161208
201610,5호선,군자(능동),75,1,6759,845,12118,6829,38767,9445,51089,25750,22983,17426,15366,12039,13648,11811,15328,13017,15954,15136,14124,16737,14229,18852,15708,22211,19844,30267,25285,46332,17733,42188,12515,23843,13285,22273,11823,22580,6168,14611,838,7152,2,1396,0,0,0,0,20161108
202302,7호선,군자(능동),30,0,7651,776,12985,5727,33029,8991,54915,27369,37469,16756,20474,11044,17433,11104,18850,11956,18957,13287,17900,14138,18724,16906,21422,19742,26084,25596,33858,40686,19995,32694,16600,19789,16024,17274,13167,15188,6793,9401,1232,3643,0,43,0,0,0,0,20230303
202301,7호선,군자(능동),42,0,7375,791,12701,5927,32665,8198,53600,26997,36914,16611,20128,10822,17056,11169,19124,11887,19022,13384,17980,14763,18702,17252,21771,20253,26449,25348,33589,40140,19337,32899,15475,19206,15290,17747,12510,14926,6346,9494,1221,3341,11,57,0,15,0,0,20230203
202212,7호선,군자(능동),34,1,8458,851,14003,6332,35719,9067,58945,29389,39224,18697,21940,12170,19412,12233,20772,13054,21184,14430,19656,15979,20991,19047,23828,22569,29426,28540,36165,44041,21402,33558,17297,20310,17304,18762,14321,17329,7573,10894,1351,3973,13,93,0,2,0,0,20230103
202211,7호선,군자(능동),24,1,9137,937,14699,6613,38287,9745,63578,31028,40629,18896,21711,11809,18665,11594,19351,11967,19606,13453,17916,13945,18942,17602,22331,21382,27467,28271,36407,44579,20227,34526,16186,20003,15617,18458,12546,16199,6034,9269,1378,3691,0,46,0,0,0,0,20221203
202210,7호선,군자(능동),51,0,9186,1074,14925,6547,35743,9639,57335,28768,38197,17757,21817,11772,18975,11715,20229,12543,20160,14055,18484,14810,19588,17556,22263,21391,27315,27994,34380,41625,20591,32262,17012,19890,15923,18634,12929,16769,6345,9985,1009,3236,0,36,0,0,0,0,20221103
202209,7호선,군자(능동),44,1,8639,956,14728,5965,35127,9046,56045,28579,36257,16960,20315,11009,17870,10790,18401,11610,18397,12913,17220,13962,18188,16816,20970,20427,26303,25954,33441,40487,19520,31758,15828,18830,14784,17613,11978,15703,5943,9559,1030,3260,6,43,0,5,0,0,20221003
202208,7호선,군자(능동),35,3,8735,1009,14983,6513,35432,9292,56407,28823,37452,17713,20453,11551,17458,11489,18235,12053,18148,13054,16563,13836,17950,16356,20578,19471,25590,26171,33434,41009,19838,33074,15441,18863,14834,17532,12351,15596,5864,9348,991,2979,0,44,0,1,0,0,20220903
202207,7호선,군자(능동),43,0,8897,1089,15387,6592,36105,9383,57686,29897,37492,18203,20725,11620,17945,11586,18892,12225,18967,13725,17302,14154,18687,17052,21630,20055,26902,27010,34523,41582,20716,32510,16590,19319,15849,18375,12745,16588,6161,10221,906,3055,1,33,0,1,0,0,20220803
202206,7호선,군자(능동),52,1,8726,1032,14570,6890,35254,8958,56843,29111,36999,18267,20445,11525,17685,11215,18975,12160,18857,13534,17064,13757,17948,16508,20978,19998,26017,26412,33607,40257,19972,31731,16141,19416,15694,17497,12974,16617,6371,9939,869,2757,0,11,0,0,0,0,20220703
202205,7호선,군자(능동),50,0,9072,1058,15306,7088,36048,9444,58862,29904,38492,18603,21576,11829,18520,11438,20001,12285,20061,13388,18372,13797,18991,17419,22073,20950,27023,27931,34985,41893,21037,33774,17050,20112,16456,18346,13616,17462,6521,12159,39,899,0,1,0,0,0,0,20220926
202204,7호선,군자(능동),36,0,8632,963,14452,6610,33515,8559,55851,29008,36693,17584,19690,11272,17267,10743,18391,11354,18608,12599,16772,12959,17266,16267,20065,18956,25898,26611,33316,40079,19592,31825,15384,18445,14422,16230,12281,15515,5838,10900,61,870,0,0,0,0,0,0,20220503
202203,7호선,군자(능동),28,1,7842,961,13348,6114,30815,8117,51329,27149,32881,16443,17933,10578,15452,9847,17136,10765,17177,11904,15519,12054,15942,15415,18667,17542,23697,24384,30592,37569,17819,28853,13507,16727,12718,15104,11228,14092,5058,9984,33,582,0,0,1,0,0,0,20220403
202202,7호선,군자(능동),22,0,6644,733,11267,5303,25871,7072,45283,24017,29169,14779,15821,9382,14318,9034,15227,10251,15572,11024,14529,11644,15049,14155,17372,16034,21248,22030,26923,33773,15211,26206,13417,15170,14845,17421,7948,12181,1774,5051,11,335,0,0,0,0,0,0,20220303
202201,7호선,군자(능동),21,0,7210,810,12412,5853,30208,7749,53188,27304,35244,16152,19055,10980,16550,10390,17825,11372,18206,12368,16794,13115,17659,16437,19972,18481,24807,25499,30559,38760,17013,30492,16675,17999,19384,23611,7041,13104,2080,5496,12,353,0,0,0,0,0,0,20220203
202112,7호선,군자(능동),39,1,7744,973,13554,6132,32543,8339,58469,30113,37623,17865,19788,11435,16625,10770,17769,11386,17970,12494,17346,13633,17556,16879,20440,19713,26486,26951,33516,41967,18718,32960,15520,19016,17048,19634,10004,14636,4001,7793,15,432,0,0,0,0,0,0,20220103
202111,7호선,군자(능동),67,1,8229,1010,13802,6293,34280,8594,58317,29793,37824,18175,19765,11385,16788,10402,17443,11140,17865,12214,16390,12870,17122,16236,19586,18919,25643,27205,33575,42134,19494,33739,15292,19154,14381,16346,12232,15570,5160,9882,28,561,0,0,0,0,0,0,20211203
202110,7호선,군자(능동),52,1,8196,1047,13280,5926,30307,8472,50467,26208,34218,16658,19525,11434,16958,10647,17601,11638,17889,12463,16959,13045,16998,15948,19363,18642,23856,25697,30298,38115,17783,29806,14190,18241,14613,16061,13444,17884,2497,6816,7,491,0,1,0,2,0,0,20211103
202109,7호선,군자(능동),43,1,7592,979,12449,4956,28818,8017,46882,24939,31180,15383,17647,10383,15050,9637,15725,10730,16540,11304,15316,12101,15390,14944,17084,16933,21133,22963,28243,35509,16597,28800,12848,16578,13462,15498,10141,13693,2147,5857,13,666,0,2,0,0,0,0,20211003
202108,7호선,군자(능동),34,0,8058,1066,12950,5438,29369,8492,48561,25231,32210,15538,17423,10630,14967,9810,15587,10610,15656,11053,14997,12009,14953,14641,16629,16290,21044,22705,28786,37656,16705,30022,12769,16338,12678,15926,8945,12703,1998,5338,12,578,0,5,0,0,0,0,20210903
202107,7호선,군자(능동),55,0,8568,1181,13822,5889,31853,8758,52673,27401,33928,16726,17670,10857,14666,10277,15469,10578,15674,11455,14614,11286,15064,14402,16670,16984,22247,23791,30628,39861,17677,31284,13372,17218,13334,15328,11375,15225,2440,5975,12,425,4,5,0,0,0,0,20210803
202106,7호선,군자(능동),47,0,8592,996,14406,5869,35174,8823,57896,28355,37627,17562,19085,11152,16007,10495,17020,10597,17223,11717,15675,12357,15892,15534,18190,17604,22988,25294,32507,42526,18589,34003,14512,18976,15389,17034,14570,19179,3196,8439,13,499,0,2,0,0,0,0,20210703
202105,7호선,군자(능동),37,0,8330,1005,13486,5943,31692,8108,52728,25851,35115,16238,19363,10869,16918,10345,17628,11005,18096,11661,17073,12576,16999,15901,18735,18348,22815,24976,30629,38615,18980,32306,14811,19138,15664,17138,14754,19454,3144,8357,5,495,0,1,0,1,0,0,20210603
202104,7호선,군자(능동),47,2,8485,802,14200,6093,34675,8116,58390,27089,36350,17152,18845,10842,15907,10013,16648,10195,17328,11555,16075,12224,16282,15553,18310,17590,22958,25810,32485,41992,18643,34064,14320,19206,15353,17085,14279,19306,2778,7711,14,478,0,2,0,0,0,0,20210503
202103,7호선,군자(능동),45,1,8233,875,13551,5718,35189,7939,58410,27080,37192,16776,18804,10652,16136,10214,17091,10595,17516,11513,16275,12452,16463,16087,19103,18261,23859,25383,31918,42308,18829,35069,14767,19764,15912,17610,13812,19137,2742,8212,7,449,0,1,0,0,0,0,20210403
202102,7호선,군자(능동),33,0,6326,740,10945,4552,26268,5921,45949,20938,30581,13152,15566,8865,13582,8441,14145,9403,14792,9928,14341,10660,14478,13651,15729,15029,19300,20748,25320,34833,15418,28019,13468,16209,14266,16954,8038,12706,1988,5185,2,293,0,0,0,0,0,0,20210303
202101,7호선,군자(능동),29,0,6635,773,11735,5032,27616,6651,48246,22431,31522,14556,15715,9375,13373,8529,13988,9230,15126,9844,13735,10628,14328,14388,16148,15394,20439,21774,26715,36155,16361,29138,14219,17418,14201,19593,5171,9214,1731,3938,5,228,0,0,0,0,0,0,20210203
202012,7호선,군자(능동),31,0,7528,792,12335,5943,27678,6820,49698,22871,31763,15187,15626,9132,13190,8781,13369,8925,14310,9804,13705,10726,14020,14123,15950,15231,19923,21512,26405,35653,16100,27712,12883,16132,11699,17504,5101,8342,1761,3889,4,240,0,0,0,0,0,0,20210103
202011,7호선,군자(능동),43,3,8122,883,13031,6172,32170,7527,57031,24931,35456,15467,18177,9889,15155,9525,15489,9794,15907,11216,15087,11933,15649,15228,18354,17276,23190,23936,30009,39893,18230,32693,14339,18240,13969,16946,10279,14155,4547,8368,10,610,0,1,0,0,0,0,20201203
202010,7호선,군자(능동),25,2,7922,957,12520,6329,30508,7584,52063,22734,33710,13982,17820,9529,15370,9783,15763,10110,16790,11055,15317,12047,16026,15194,18098,16914,22622,23423,28691,38312,18276,31348,14471,17926,13756,15833,11329,14641,5263,9053,30,577,2,11,0,2,0,0,20201103
202009,7호선,군자(능동),32,1,7909,926,12318,6559,29256,7534,48026,22665,30632,14191,15230,8880,12914,8390,13253,8600,13790,9507,13131,10370,13837,13516,15800,14724,19947,20586,26193,35255,16397,28512,12866,15712,11786,14397,8425,10944,3582,6454,9,382,0,0,0,0,0,0,20201003
202008,7호선,군자(능동),24,1,7891,928,12939,6502,29691,7459,49958,22478,31640,13674,16092,9412,13697,9007,14444,9556,14732,10493,13945,10739,14478,14131,16228,15284,20171,21001,26943,34862,17720,29447,13065,17124,12059,14761,10871,13331,4713,8781,2,621,0,0,0,0,0,0,20200903
202007,7호선,군자(능동),43,0,9236,951,14561,7541,35804,8510,60479,27005,37072,15570,18697,10833,15330,10168,16369,10540,16574,11323,15974,12049,16307,15401,18627,17762,23904,24547,32084,42209,20185,35744,15759,19701,15388,17562,13521,16810,6272,11141,14,763,0,1,0,0,0,0,20200803
202006,7호선,군자(능동),31,0,8831,782,13762,7286,34164,8167,57598,25922,35535,14696,17706,10151,14608,9150,14955,9908,15736,10564,14746,10936,15203,14489,17188,16712,22539,22770,30053,39699,19159,33951,14915,19265,14593,16967,12803,15832,5796,10556,7,547,0,1,0,0,0,0,20200703
202005,7호선,군자(능동),31,0,8313,702,12362,6927,30127,7507,51507,22748,32976,13983,17645,9765,15327,9570,15866,10296,16572,10760,16098,12048,16413,15138,18344,16726,21837,23147,28001,36409,19012,31532,14764,18732,14496,16691,12623,15177,5814,10230,10,572,0,0,0,0,0,0,20200603
202004,7호선,군자(능동),25,0,7630,640,11864,6868,29196,7405,49764,22215,31821,13873,15982,8903,13280,8468,14157,8934,14849,9800,14106,10276,14686,13479,16857,15086,20803,21289,27317,35589,18221,30057,13341,17533,13026,14383,11057,13422,5183,9142,12,512,0,1,0,0,0,0,20200503
202003,7호선,군자(능동),14,1,7603,676,11750,6714,28226,7254,48767,22149,31368,14760,14530,8103,11995,7596,12371,8083,13158,9124,12997,9430,12961,12716,14993,14014,19674,19696,27991,34760,18083,29447,12592,16219,11889,13739,10000,12648,5301,7513,1072,2763,0,27,0,1,0,0,20200403
202002,7호선,군자(능동),25,1,7464,640,11637,6527,31162,7539,55837,24278,34012,15327,16787,10261,14072,9209,15297,9819,16180,11410,15030,11838,15512,14892,17928,16023,22198,20691,30919,37005,19735,33155,14395,18510,14037,15924,12173,15367,6017,9557,1253,3386,0,39,0,0,0,0,20200303
202001,7호선,군자(능동),30,2,7890,655,12676,7161,32813,8156,59024,25891,37331,17315,20743,11419,18578,11242,19033,12493,20633,13799,19591,14913,19745,18567,22580,20102,26465,24996,35200,39171,22241,35786,16997,20989,16298,18812,14485,17787,7171,11844,1401,4152,10,104,0,6,0,0,20200203
201912,7호선,군자(능동),34,3,8931,748,13493,7198,35205,8747,61618,27243,40165,19016,23143,13060,20571,12324,21649,13337,22954,15065,21590,16138,22001,20438,25999,22610,30044,28689,37712,41367,23859,35984,18711,22075,18213,20742,16754,19428,8605,13784,1662,4908,74,138,0,3,0,0,20200103
201911,7호선,군자(능동),39,2,8987,813,14435,7618,37173,9011,63771,27838,41047,19522,22997,12471,19845,11201,20374,12259,21267,13801,19920,15287,19962,19148,23560,21096,27945,27776,36904,41444,23330,37024,18048,21865,17224,19984,15560,18988,7735,12449,1500,4377,1,51,0,0,0,0,20191203
201910,7호선,군자(능동),87,3,9571,901,15194,7959,38846,9932,63411,28856,40398,19911,23297,12610,20596,11828,21510,12656,21109,14437,20117,15624,20025,19475,24272,21401,28535,27026,37904,41652,24669,37288,18750,22380,18171,20831,15677,19387,7471,12611,1414,4278,1,77,0,0,0,0,20191103
201909,7호선,군자(능동),46,2,8412,829,13738,6780,35514,8961,57178,25736,36330,17915,21037,11568,18252,10802,19386,11651,19571,13553,18518,14446,18523,18126,21522,19131,25672,24413,33812,37239,21877,34134,16895,20197,16185,18903,14228,17275,6730,10933,1349,3992,15,108,0,0,0,0,20191003
201908,7호선,군자(능동),47,2,8679,873,14475,8312,35995,9571,58577,27117,38136,18688,21271,12363,18841,11653,20083,12253,20721,14064,19094,14600,19288,17968,22468,19967,27149,25527,36420,39589,23598,35754,18867,22036,17429,19374,15650,18303,7418,11902,1570,4102,1,47,0,0,0,0,20190903
201907,7호선,군자(능동),58,2,8831,1049,15585,8744,39259,10111,65137,30116,40469,20480,21944,12847,18980,11950,20855,12644,20721,13896,19516,14952,20041,18576,23165,20330,27626,25933,38697,42610,24281,39150,19242,22556,18542,20779,16121,19565,7988,12178,1590,4446,0,39,0,0,0,0,20190803
201906,7호선,군자(능동),80,3,8453,977,14730,8437,35333,9666,57271,26086,37657,18425,22122,12376,19061,11386,20664,12392,20806,13952,19690,15025,19987,17809,22717,20592,26567,25294,35043,38257,22781,34935,18989,21343,18194,20121,15600,19013,7864,12519,1354,4143,1,49,0,0,0,0,20190703
201905,7호선,군자(능동),88,3,8948,1037,15786,8712,39252,10528,64742,28181,40833,20490,23166,12798,20223,11786,22218,12908,22221,14774,20758,15361,20314,18684,24520,21196,29167,26837,37760,40864,24950,38652,20225,23349,19028,21961,16417,20889,8003,13705,1609,4588,0,77,0,0,0,0,20190603
201904,7호선,군자(능동),75,4,8150,861,15615,8382,40212,10470,65412,28568,40852,20609,22200,12221,19649,11688,21400,12766,21705,14788,20253,15152,19708,17606,23487,20573,27806,26429,37756,41020,24227,38599,19598,22679,18490,20861,16468,19973,8157,12410,1456,4460,0,62,0,0,0,0,20190503
201903,7호선,군자(능동),44,2,7841,794,14531,8018,38083,9865,62250,26668,40239,20109,23195,12660,20786,11812,22160,12735,22247,14685,20998,15533,20828,18627,24332,21003,28710,26939,37388,40141,23933,37820,18895,23274,18516,20519,16206,20429,8076,12679,1357,4193,1,86,0,0,0,0,20190403
201902,7호선,군자(능동),18,2,6455,566,11393,6350,28747,7696,50490,21982,32576,16031,18844,10977,17316,10167,18768,11001,19143,12276,18656,13732,18435,16202,20795,17960,24198,21953,31883,33296,20274,31045,16262,19368,15460,16816,13545,16380,7051,10764,1182,3724,9,112,0,2,0,0,20190303
201901,7호선,군자(능동),55,2,7883,843,14043,7349,35718,9268,64624,27916,39330,19824,21886,12520,19510,11451,20811,12222,21023,14191,20439,15515,21071,18382,23866,20204,28369,25340,38442,41457,23612,38111,18576,22567,18116,20130,15621,18795,7726,12425,1427,4304,1,46,0,0,0,0,20190203
201812,7호선,군자(능동),85,0,7436,861,14107,6942,33918,8999,59557,24923,37219,19374,22407,12437,20306,11746,21928,12767,21973,14865,21028,15898,21682,18474,25310,21450,29642,26879,36314,38382,22804,34649,18202,21319,18228,20300,16199,18785,8616,13457,1553,4618,125,157,0,2,0,0,20190103
201811,7호선,군자(능동),63,2,8337,1052,15396,7801,38551,9823,66856,27592,40643,19945,22609,12098,19145,11254,21175,11899,20419,14234,19330,14347,19671,17748,24055,20679,28459,26709,37092,41231,23218,36720,18309,22117,17927,20066,15479,19118,8035,13115,1474,4719,2,45,1,0,0,0,20181203
201810,7호선,군자(능동),64,2,9337,990,15643,8465,38756,10283,64955,28120,39471,18791,22900,12249,20344,11070,21280,11970,21086,14205,20165,14977,20110,17676,22929,20849,28135,26150,37401,39292,23944,36936,19276,22541,18238,20415,15217,19020,8155,12921,1448,4251,0,64,0,0,0,0,20181103
201809,7호선,군자(능동),80,1,8011,1054,14035,6726,33144,8854,53862,23256,34346,16433,20728,10811,18531,9803,19918,10978,19853,12864,18554,13914,18782,16252,21177,18804,25139,23376,32604,33810,21215,31720,17153,19893,16214,18240,14212,17416,7234,11445,1167,3634,17,76,0,6,0,0,20181003
201808,7호선,군자(능동),70,1,8320,1139,15281,7138,36543,9916,61028,26381,36556,18079,21488,11523,18689,10330,20064,10953,19635,13096,18303,14447,18148,16305,21798,19271,26222,23633,35759,38960,23476,36365,18331,21898,18118,18832,15152,18217,7862,11786,1486,3969,1,63,0,0,0,0,20180903
201807,7호선,군자(능동),63,4,8540,1176,15930,7158,38283,10131,63365,26548,37915,18802,21599,11576,18923,10789,20150,11182,19924,13059,18797,14449,18718,16559,22168,19601,26430,24042,36512,39224,23846,37413,19426,22110,19376,19872,15591,19297,8349,12324,1494,4194,0,31,0,0,0,0,20180803
201806,7호선,군자(능동),69,0,8852,988,15873,7139,35300,9303,58885,24391,36400,17651,21724,10965,19492,10724,20536,11263,20210,13322,18734,14445,19148,16541,22460,19619,25910,23583,33944,35723,22976,33967,19272,21594,18595,19572,15616,18626,8518,12382,1441,4030,0,46,0,0,0,0,20180703
201805,7호선,군자(능동),68,0,8655,893,16561,7360,37578,9401,62459,24654,39200,17682,23052,11359,20285,10646,20891,11112,21729,13228,20173,14329,20357,17125,22437,19810,26998,24552,35644,36050,24114,35644,19519,22138,19154,19986,16304,19805,8771,13055,1500,4446,0,41,0,0,0,0,20180603
201804,7호선,군자(능동),70,1,7921,880,15596,6536,38235,8825,62409,22908,38478,16135,21975,10299,18820,9442,19457,9877,20348,11749,19118,12670,19092,15243,21028,17172,26156,22135,34400,32889,23876,33294,18876,20414,19154,18365,16069,17981,8169,11534,1483,3837,1,58,0,0,0,0,20180503
201803,7호선,군자(능동),52,1,8024,908,15365,6073,38634,8158,62826,22367,39015,15624,22749,9963,20307,8917,20603,9231,21748,10757,20222,12311,20002,14300,22353,16247,28056,21262,35922,31175,24499,31810,19031,19300,18852,17380,16171,16952,8324,10417,1417,3538,1,57,0,0,0,0,20180403
201802,7호선,군자(능동),33,0,6332,685,12190,4719,30054,6305,51442,18896,31571,12844,18437,8521,16279,7664,17497,8060,18423,9096,17549,10382,17723,12185,19206,13344,23007,17357,29750,26000,20194,26229,15728,15743,15263,14285,12638,13708,6970,8606,1330,3071,18,78,0,1,0,0,20180303
201801,7호선,군자(능동),32,11,6817,841,14196,5731,35668,7339,61171,22957,36664,15143,20372,9616,17896,8308,18961,9163,20409,10437,19180,11744,19614,13652,21172,15215,26628,19613,35912,30833,23227,31679,18267,18441,17929,16426,15046,15535,7567,9795,1336,3238,1,63,0,0,0,0,20180203
201712,7호선,군자(능동),48,0,7060,801,13755,5320,34651,6870,57756,21506,36703,14420,21564,9494,19823,8836,20453,9525,20671,10621,20548,12158,20911,14101,23715,16532,28464,20423,33521,29259,23073,28448,18101,17563,18279,16326,16118,16200,9029,11216,1610,3669,100,163,0,14,0,0,20180103
201711,7호선,군자(능동),89,0,8044,825,14529,6343,38430,7553,63334,23406,38354,15145,20875,9477,18670,8117,18786,8822,19750,10102,18608,11263,18582,13382,21079,15752,25974,20231,34419,30411,22863,30153,17477,18244,17550,16672,14980,15891,7780,10031,1375,3411,3,48,0,0,0,0,20171203
201710,7호선,군자(능동),71,5,7677,763,12899,5743,32452,7174,51040,19463,33184,13277,20035,8624,18632,8259,18682,8538,19561,9907,18712,11455,18455,12270,20515,14951,24250,18302,30373,25948,21025,25691,17186,16224,16217,15105,13749,14200,7157,9084,1074,2663,3,22,0,0,0,0,20171103
201709,7호선,군자(능동),61,1,8134,888,16338,6631,39753,7909,61434,23691,37125,15051,20873,9315,18415,8373,19276,8655,19663,10189,18532,11271,18029,13079,20935,14973,25406,19944,34171,29150,23463,29225,18306,18017,17977,16217,15101,15972,7958,10391,1458,3433,2,60,0,0,0,0,20171003
201708,7호선,군자(능동),63,0,7903,854,15832,6436,36779,8073,58552,22848,35483,14733,20090,9344,18289,8278,18709,8871,19136,10363,18510,11375,18557,13051,20769,14129,25773,19684,34345,28555,24003,29332,18620,18595,18236,16174,15606,15631,8035,9936,1508,3442,4,79,0,0,0,0,20170903
201707,7호선,군자(능동),63,1,8009,793,15459,6361,37042,8182,59335,23304,35892,15700,20589,9802,18483,8683,18872,9096,20055,10300,18587,11076,18674,13217,21138,14353,25520,19106,34664,28489,24548,30216,18940,19112,18125,16765,15877,16314,8333,10023,1295,3137,1,49,0,0,0,0,20170803
201706,7호선,군자(능동),51,2,8193,778,15438,6710,38738,8473,60223,23579,36422,15776,21073,9670,18333,8593,18857,8816,19775,10142,18235,11273,18463,12988,21071,14798,25212,19216,34792,29301,24241,28854,19436,18639,19087,16998,16458,16382,8537,10241,1437,3535,2,38,0,0,0,0,20170703
201705,7호선,군자(능동),38,2,8416,826,15144,6698,36760,8250,57553,22307,36840,15514,22522,10037,19638,8943,20493,9040,21225,10414,20029,12032,19604,13281,21917,15186,26141,19641,33843,28306,25215,28397,19810,18824,19852,17265,16519,16620,8716,11154,1425,3336,1,44,0,0,0,0,20170603
201704,7호선,군자(능동),52,2,7608,819,15313,6638,38450,8102,59714,23095,37450,14973,21726,9936,19230,8481,19847,8855,20682,10054,19127,11125,18810,12784,21464,14890,25192,18864,34394,28076,24875,28937,19282,18929,19635,17174,16316,17071,8278,10795,1310,3316,5,43,0,0,0,0,20170503
201703,7호선,군자(능동),63,2,7571,840,15596,6302,41166,8360,63733,25501,39709,16232,22687,10540,20109,8629,20693,9201,21650,10526,19971,11794,19530,13712,22290,16240,27057,20256,37280,29773,27137,31707,18953,20037,19745,18364,16523,17646,8657,11251,1466,3436,1,41,0,0,0,0,20170403
201702,7호선,군자(능동),36,0,6117,693,13011,5756,33405,7005,55141,23312,34102,15136,19553,9671,17802,8016,18485,8663,19849,9680,18867,11137,18167,12589,20856,13428,25210,16871,34033,26791,24378,28598,17415,18255,18333,15926,15421,15494,7769,9911,1398,3296,2,49,0,0,0,0,20170308
201701,7호선,군자(능동),30,1,6366,797,12814,5738,33329,6972,55006,23099,34903,15491,19941,9697,18552,8738,19336,9106,20219,10652,19340,11693,19177,13252,22388,14172,26812,17310,33662,27541,23527,28587,18151,17689,18133,16391,15486,15308,7710,10334,1298,3303,22,87,0,4,0,0,20170208
201612,7호선,군자(능동),52,1,7106,794,14199,6307,37060,7925,61550,25531,37738,16670,21984,10130,20997,9115,20064,9555,21629,10871,20434,12343,20319,14272,24026,15707,29199,19591,36656,30402,25151,29915,18949,18673,20173,17088,17327,17356,9558,11975,1636,4092,50,121,0,13,0,0,20170108
201611,7호선,군자(능동),62,0,7798,1015,14914,7009,39390,9225,62906,27248,38411,17725,21128,11019,19230,9622,19104,10172,20393,11660,18761,12857,18808,15022,21549,17119,27305,22394,35375,32705,24585,33881,17924,21160,18657,18772,16134,18265,8271,12114,1501,4004,6,42,0,0,0,0,20161208
201610,7호선,군자(능동),46,1,8570,932,15372,7510,39109,10025,60107,28135,37892,18505,22504,12219,20328,10872,20558,11148,21610,13145,20017,14390,19792,16581,22407,19315,27781,24378,35327,34814,25846,34554,19498,21542,19555,20005,16373,19565,8399,13020,1408,3854,2,38,0,0,0,0,20161108
202302,7호선,뚝섬유원지,2,0,4461,507,8250,3332,18931,5832,27940,12392,19903,9292,11466,8051,10404,8668,10888,10492,11459,12954,11516,13956,12807,14691,15289,15358,15500,18732,15919,26128,10081,19451,8471,12612,7245,12070,5339,10239,2646,5269,335,1747,0,1,0,0,0,0,20230303
